申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,土地總價,建物總價,車位總價,有無管理組織,交易日期,備註欄,行政區代碼,代表段號,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,代表建號建築完成日期,代表建號屋齡,代表建號層次,車位總價格,車位總持分面積,代表地號或門牌,行政區,地段,代表地號,代表建號,特殊交易態樣說明
買賣,房地(土地+建物),1,1,,2,1,1,有,住宅大樓(11層含以上有電梯),"8,500,000",,,,有,1111003,,左營區,新庄段十三小段,6.55,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,90.07,住家用,鋼筋混凝土造,15,1031104,8,十一層;,,,保靖街45號十一樓之1,左營區,新庄段十三小段,15090000,6078000,0101.裝潢費0102.傢俱設備費
買賣,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"8,480,000",,,,有,1111002,"*買賣總價包含土地款653萬及建物款195萬元*本屋以現況交屋,賣方已折價,買方同意賣方就本屋不須負擔滲漏水、壁癌等物之瑕疵擔保責任,但若重大瑕疵(如:輻射屋、海砂屋、非自然身故...等情事),賣方仍負瑕疵擔保責任。",左營區,新民段,12.11,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,108.52,住家用,見使用執照,14,930701,18,五層;,,,文強路235號五樓之1,左營區,新民段,800000,4902000,0102.傢俱設備費
買賣,房地(土地+建物)+車位,1,1,1,1,2,1,有,住宅大樓(11層含以上有電梯),"8,450,000",,,,有,1101025,,左營區,新庄段七小段,12.34,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,104.16,見其他登記事項,見其他登記事項,15,1110810,0,八層;,0,27.48,華欣路99號八樓之5,左營區,新庄段七小段,9890000,2550000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"8,400,000",,,"1,450,000",有,1100330,,左營區,果貿段,13.17,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,153.37,見其他登記事項,鋼筋混凝土造,15,1110329,0,二層;,"1,450,000",31.97,鼓山三路393號二樓之10,左營區,果貿段,1770000,7574000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"8,400,000",,,,有,1111106,,左營區,新光段,9.02,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,122.64,住家用,鋼筋混凝土造,22,850830,26,十層;,0,0,曾子路527號十樓之1,左營區,新光段,1830000,1485000,0301.陽台外推
買賣,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"8,380,000",,,,有,1110924,,左營區,興隆段,11.98,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,109.12,住家用,鋼筋混凝土造,15,951103,16,十一層;,,,介壽路207號十一樓之2,左營區,興隆段,8580000,1304000,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"8,350,000",,,,有,1111023,,左營區,福民段,10.22,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,122.55,住家用,鋼筋混凝土造,20,850921,26,十三層;,0,0,文慈路192巷11號十三樓之1,左營區,福民段,1810000,1929000,
買賣,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"8,350,000",,,,有,1111014,,左營區,新庄段十三小段,8.72,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,105.47,住家用,見其他登記事項,14,891027,22,九層;,,,明華一路222號九樓之2,左營區,新庄段十三小段,15060000,4844000,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"8,330,000",,,"800,000",有,1110823,,左營區,菜公段六小段,10.35,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,137.26,住家用,鋼筋混凝土造,14,870629,24,九層;,"800,000",17.47,榮總路223巷7號九樓,左營區,菜公段六小段,10800000,2486000,
買賣,房地(土地+建物),1,1,,3,2,3,有,透天厝,"8,300,000",,,,無,1111027,,左營區,菜公段一小段,64,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,97.19,無建物主要用途資料,鋼筋混凝土造,2,740124,38,一層;二層;夾層;,,,榮總路506巷30號,左營區,菜公段一小段,340065,524000,
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"8,300,000",,,,有,1111209,,左營區,新庄段十三小段,6.7,其他-第三種商業區,無使用分區資料,無土地編定使用地類別資料,85.37,住家用,鋼筋混凝土造,15,1030327,9,四層;,,,立文路96號四樓之1,左營區,新庄段十三小段,14450000,5941000,0101.裝潢費0102.傢俱設備費
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"8,300,000",,,,有,1111115,,左營區,新庄段八小段,11.23,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,125.44,住家用,鋼筋混凝土造,15,840930,27,二層;,0,10.03,富民路13巷15號二樓,左營區,新庄段八小段,1090000,1456000,
買賣,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"8,300,000",,,,有,1111001,,左營區,後段,14.13,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,111.9,住家用,鋼筋混凝土造,15,960716,15,十二層;,,,海明街59號十二樓之1,左營區,後段,1350003,797000,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"8,280,000",,,"1,500,000",有,1110927,,左營區,新庄段六小段,19.26,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,139.57,住家用,鋼筋混凝土造,8,811201,30,三層;,"1,500,000",0,政德路119號三樓,左營區,新庄段六小段,12010000,697000,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"8,280,000",,,"1,600,000",有,1110919,,左營區,新光段,11.43,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,124.92,住家用,鋼筋混凝土造,14,861120,25,七層;,"1,600,000",18.41,立大路440號七樓,左營區,新光段,2490002,1987000,0301.陽台外推
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,住宅大樓(11層含以上有電梯),"8,250,000",,,"1,600,000",有,1080401,"讓渡日期:民國111年09月08日
金額:新台幣825萬元整",左營區,果貿段,14.99,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,176.05,見其他登記事項,鋼筋混凝土造,15,1110329,0,十五層;,"1,600,000",31.97,啟文路1號十五樓之1,左營區,果貿段,1770000,7237000,0901.預售屋、或土地及建物分件登記案件
買賣,土地,2,0,,,,,有,,"8,247,663",,,,無,1100626,,左營區,左南段,97.38,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,左南段 504-0 地號,左營區,左南段,5040000,,0401.未登記建物
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"8,220,000",,,"1,550,000",有,1090912,於民國110年1月4日權利人向第三人繼受預售屋買賣契約，轉讓權利之買賣價格為(平轉)新臺幣捌佰貳拾貳萬元整。,左營區,後段,22.46,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,144.6,見其他登記事項,見其他登記事項,15,1110329,0,十層;,"1,550,000",25.37,海富路61巷11號十樓,左營區,後段,1130004,2318000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,1,2,2,有,住宅大樓(11層含以上有電梯),"8,200,000",,,,有,1101024,,左營區,新庄段七小段,12.34,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,104.16,見其他登記事項,見其他登記事項,15,1110810,0,七層;,0,27.48,華欣路99號七樓之5,左營區,新庄段七小段,9890000,2549000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,2,1,1,4,2,2,有,住宅大樓(11層含以上有電梯),"8,200,000",,,,有,1110917,,左營區,菜公段二小段,18.51,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,148.18,住家用,鋼筋混凝土造,13,870209,25,五層;,0,6.55,文育路199號五樓之2,左營區,菜公段二小段,5960000,691000,
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,住宅大樓(11層含以上有電梯),"8,200,000",,,"1,600,000",有,1080307,,左營區,果貿段,14.99,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,176.05,見其他登記事項,鋼筋混凝土造,15,1110329,0,十一層;,"1,600,000",31.97,啟文路1號十一樓之1,左營區,果貿段,1770000,7233000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,住宅大樓(11層含以上有電梯),"8,200,000",,,"1,600,000",有,1080404,,左營區,果貿段,14.99,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,176.05,見其他登記事項,鋼筋混凝土造,15,1110329,0,十二層;,"1,600,000",31.97,啟文路1號十二樓之1,左營區,果貿段,1770000,7234000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,1,2,1,有,住宅大樓(11層含以上有電梯),"8,170,000",,,,有,1101030,,左營區,新庄段七小段,12.34,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,92.92,見其他登記事項,見其他登記事項,15,1110810,0,九層;,0,16.24,華欣路99號九樓之5,左營區,新庄段七小段,9890000,2551000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,1,2,1,有,住宅大樓(11層含以上有電梯),"8,160,000",,,,有,1101024,,左營區,新庄段七小段,12.15,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,103.06,見其他登記事項,見其他登記事項,15,1110810,0,六層;,0,27.48,華欣路99號六樓之2,左營區,新庄段七小段,9890000,2523000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,有,住宅大樓(11層含以上有電梯),"8,150,000",,,,有,1110804,,左營區,福山段,7.83,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,100.82,住家用,見其他登記事項,15,1030716,8,十層;,0,5.8,文川路226號十樓,左營區,福山段,3240000,7454000,0102.傢俱設備費
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"8,150,000",,,,有,1111001,,左營區,新福段二小段,10.83,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,93.94,住家用,鋼筋混凝土造,15,960112,16,十層;,0,11.24,大中二路236號十樓,左營區,新福段二小段,220000,257000,0102.傢俱設備費
買賣,房地(土地+建物)+車位,1,1,1,1,2,1,有,住宅大樓(11層含以上有電梯),"8,130,000",,,,有,1101024,,左營區,新庄段七小段,12.15,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,103.06,見其他登記事項,見其他登記事項,15,1110810,0,五層;,0,27.48,華欣路99號五樓之2,左營區,新庄段七小段,9890000,2522000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"8,080,000",,,,有,1111029,"本案標的之土地及建物的比例為土地佔百分之七十、建物為百分之三十。
本案成交總價為新台幣捌佰零捌萬元，土地部分為伍佰陸拾伍萬陸仟元、建物部分為貳佰肆拾貳萬肆仟元整。",左營區,福山段,15.24,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,141.18,住家用,鋼筋混凝土造,12,841211,27,八層;,0,0,大中二路484號八樓之1,左營區,福山段,5130000,1619000,0101.裝潢費
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"8,050,000",,,,有,1110909,,左營區,果貿段,10.35,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,75.55,見其他登記事項,見其他登記事項,15,1090803,2,十三層;,,,桃子園路81號十三樓,左營區,果貿段,2150013,6021000,
買賣,房地(土地+建物)+車位,1,1,1,1,2,1,有,住宅大樓(11層含以上有電梯),"8,030,000",,,,有,1101120,,左營區,新庄段七小段,12.15,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,91.83,見其他登記事項,見其他登記事項,15,1110810,0,九層;,0,16.24,華欣路99號九樓之2,左營區,新庄段七小段,9890000,2526000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,1,2,1,有,住宅大樓(11層含以上有電梯),"8,030,000",,,,有,1101027,,左營區,新庄段七小段,12.34,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,104.16,見其他登記事項,見其他登記事項,15,1110810,0,六層;,0,27.48,華欣路99號六樓之5,左營區,新庄段七小段,9890000,2548000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"8,000,000",,,,有,1111123,*鐵鋁窗,左營區,新庄段十一小段,13.73,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,95.54,住家用,見其他登記事項,13,920820,19,三層;,0,17.94,文德路31號三樓之3,左營區,新庄段十一小段,14650000,2540000,0102.傢俱設備費0304.其他增建
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"8,000,000",,,,有,1110926,,左營區,新庄段十三小段,3.76,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,69.03,見其他登記事項,見其他登記事項,28,1100317,2,十七層;,,,博愛二路322號十七樓之3,左營區,新庄段十三小段,15380000,6372000,
買賣,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"8,000,000",,,,有,1111108,,左營區,新庄段七小段,9.98,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,117.6,住家用,見其他登記事項,23,881117,,九層;,,,新莊一路170號九樓之1,左營區,新庄段七小段,9330000,1592000,
買賣,房地(土地+建物),1,1,,3,2,2,有,透天厝,"8,000,000",,,,無,1110827,,左營區,左北段,77,其他-第二種住宅區,無使用分區資料,無土地編定使用地類別資料,76.73,無建物主要用途資料,加強磚造,2,630502,48,一層;二層;,,,後昌路625巷84號,左營區,左北段,2140000,1520000,0304.其他增建
買賣,房地(土地+建物)+車位,1,1,1,2,1,1,有,住宅大樓(11層含以上有電梯),"8,000,000",,,,有,1111118,,左營區,新庄段六小段,8.51,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,111.33,住家用,鋼筋混凝土造,27,830811,28,二十四層;,0,0,新莊一路133號二十四樓之1,左營區,新庄段六小段,9130000,1198000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),2,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"8,000,000",,,,有,1110919,,左營區,新庄段五小段,16.75,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,111.79,住家用,鋼筋混凝土造,16,820703,29,十四層;,,,新庄仔路73巷6號十四樓之1,左營區,新庄段五小段,10840000,1095000,
買賣,房地(土地+建物)+車位,1,2,1,2,1,3,有,華廈(10層含以下有電梯),"8,000,000",,,"1,000,000",有,1110725,,左營區,新庄段八小段,45.6,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,225.76,住家用,鋼筋混凝土造,6,830430,28,六層;,"1,000,000",0,修明街17號六樓,左營區,新庄段八小段,1710000,980000,0302.頂樓加蓋0503.瑕疵物件
買賣,房地(土地+建物),1,1,,3,2,2,有,華廈(10層含以下有電梯),"8,000,000",,,,無,1110917,,左營區,新庄段八小段,18.88,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,126.84,住家用,鋼筋混凝土造,8,830811,28,八層;,,,太華街232號八樓之1,左營區,新庄段八小段,1380000,1269000,0304.其他增建
買賣,土地,1,0,,,,,有,,"8,000,000",,,,無,1110924,,左營區,新庄段三小段,71,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,新庄段三小段 144-0 地號,左營區,新庄段三小段,1440000,,
買賣,土地,1,0,,,,,有,,"8,000,000",,,,無,1111017,,左營區,新福段十小段,44.88,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,新福段十小段 135-4 地號,左營區,新福段十小段,1350004,,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物)+車位,1,1,1,2,2,2,有,住宅大樓(11層含以上有電梯),"8,000,000",,,,有,1111003,,左營區,菜公段六小段,12.15,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,142.6,住家用,鋼筋混凝土造,14,870629,24,十二層;,0,15.33,榮總路203巷30號十二樓,左營區,菜公段六小段,10800000,2380000,
買賣,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"8,000,000",,,,有,1111003,,左營區,新庄段十三小段,10.54,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,95.91,住家用,鋼筋混凝土造,14,920813,19,二層;,,,保靖街57號二樓,左營區,新庄段十三小段,15080000,5173000,0102.傢俱設備費0301.陽台外推
買賣,房地(土地+建物)+車位,1,1,1,4,1,2,有,華廈(10層含以下有電梯),"8,000,000",,,,有,1111014,,左營區,新庄段十三小段,18.32,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,121.67,住家用,鋼筋混凝土造,8,820623,29,七層;,0,0,裕誠路472巷32號七樓,左營區,新庄段十三小段,13780000,1539000,0102.傢俱設備費
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,920,000",,,,有,1110824,本買賣價款包含土地款472萬及建物含車位款320萬元整。,左營區,福民段,9.13,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,128.25,住家用,鋼筋混凝土造,24,851125,26,九層;,0,0,民族一路901巷26弄2號九樓之6,左營區,福民段,1950000,2464000,
買賣,房地(土地+建物)+車位,1,1,1,1,2,1,有,住宅大樓(11層含以上有電梯),"7,920,000",,,,有,1101104,,左營區,新庄段七小段,12.15,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,91.83,見其他登記事項,見其他登記事項,15,1110810,0,八層;,0,16.24,華欣路99號八樓之2,左營區,新庄段七小段,9890000,2525000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,1,2,1,有,住宅大樓(11層含以上有電梯),"7,910,000",,,,有,1101023,,左營區,新庄段七小段,12.15,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,103.06,見其他登記事項,見其他登記事項,15,1110810,0,四層;,0,27.48,華欣路99號四樓之2,左營區,新庄段七小段,9890000,2521000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,900,000",,,"1,200,000",有,1111009,其他增建:鐵窗加蓋；車位編號:56號,左營區,福民段,11.74,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,109.44,住家用,鋼筋混凝土造,15,951107,16,二層;,"1,200,000",9.54,華夏路1740號二樓,左營區,福民段,10000,4462000,0304.其他增建
買賣,房地(土地+建物)+車位,1,1,1,1,2,1,有,住宅大樓(11層含以上有電梯),"7,880,000",,,,有,1101025,,左營區,新庄段七小段,12.15,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,91.83,見其他登記事項,見其他登記事項,15,1110810,0,七層;,0,16.24,華欣路99號七樓之2,左營區,新庄段七小段,9890000,2524000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"7,850,000",,,,有,1111129,,左營區,福山段,12.03,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,117.31,住家用,鋼筋混凝土造,14,940225,18,四層;,,,重忠路23號四樓之3,左營區,福山段,1380000,5788000,
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,住宅大樓(11層含以上有電梯),"7,800,000",,,,有,1110901,,左營區,新庄段十二小段,23.33,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,199.47,住家用,鋼筋混凝土造,15,840510,27,十二層;,0,0,明誠二路419號十二樓之1,左營區,新庄段十二小段,11320000,3010000,
買賣,房地(土地+建物)+車位,1,1,1,1,2,1,有,住宅大樓(11層含以上有電梯),"7,750,000",,,,有,1101027,,左營區,新庄段七小段,12.34,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,92.92,見其他登記事項,見其他登記事項,15,1110810,0,五層;,0,16.24,華欣路99號五樓之5,左營區,新庄段七小段,9890000,2547000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,730,000",,,"1,500,000",有,1080615,,左營區,果貿段,13.85,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,158.73,見其他登記事項,鋼筋混凝土造,15,1110329,0,八層;,"1,500,000",31.97,啟文路1號八樓之3,左營區,果貿段,1770000,7258000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,700,000",,,"1,600,000",有,1090925,,左營區,果貿段,12.03,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,141.92,見其他登記事項,鋼筋混凝土造,15,1110329,0,十四層;,"1,600,000",30.7,鼓山三路397號十四樓之1,左營區,果貿段,1770000,7306000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"7,700,000",,,,有,1111027,,左營區,果貿段,25,其他-特定住宅區,無使用分區資料,無土地編定使用地類別資料,156.46,住家用,見使用執照,14,890217,23,四層;,,,翠華路601巷110號四樓,左營區,果貿段,20008,4771000,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,700,000",,,"1,500,000",有,1070610,,左營區,果貿段,13.63,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,157.27,見其他登記事項,鋼筋混凝土造,15,1110329,0,九層;,"1,500,000",31.97,鼓山三路395號九樓之6,左營區,果貿段,1770000,7455000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物),1,1,,4,2,2,有,住宅大樓(11層含以上有電梯),"7,700,000",,,,有,1111011,"梯間公設部分增建。
鐵鋁窗增建。",左營區,福山段,9.94,其他-第四種商業區,無使用分區資料,無土地編定使用地類別資料,124.66,住家用,鋼筋混凝土造,17,840302,28,十層;,,,文天路121號十樓之1,左營區,福山段,3460000,679000,0101.裝潢費0102.傢俱設備費0304.其他增建
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,680,000",,,"1,400,000",有,1071201,,左營區,果貿段,13.63,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,157.27,見其他登記事項,鋼筋混凝土造,15,1110329,0,五層;,"1,400,000",31.97,鼓山三路395號五樓之6,左營區,果貿段,1770000,7451000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物),1,1,,3,2,2,有,透天厝,"7,674,023",,,,無,1111101,,左營區,新庄段五小段,93,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,96.22,無建物主要用途資料,加強磚造,2,650112,47,一層;二層;,,,立大路123巷36號,左營區,新庄段五小段,5410000,657000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,660,000",,,"1,500,000",有,1080811,,左營區,果貿段,13.74,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,160.71,見其他登記事項,鋼筋混凝土造,15,1110329,0,二層;,"1,500,000",31.97,鼓山三路391號二樓之6,左營區,果貿段,1770000,7644000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,650,000",,,"1,500,000",有,1080625,,左營區,果貿段,13.63,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,154.84,見其他登記事項,鋼筋混凝土造,15,1110329,0,十一層;,"1,500,000",31.97,鼓山三路395號十一樓之1,左營區,果貿段,1770000,7401000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,住宅大樓(11層含以上有電梯),"7,650,000",,,,有,1111121,,左營區,菜公段六小段,11.7,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,130.41,住家用,鋼筋混凝土造,14,870706,24,六層;七層;,0,8.77,民族一路1166號六樓之3,左營區,菜公段六小段,10000000,2706000,0301.陽台外推
買賣,房地(土地+建物)+車位,1,1,1,1,2,1,有,住宅大樓(11層含以上有電梯),"7,650,000",,,,有,1101025,,左營區,新庄段七小段,12.34,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,92.92,見其他登記事項,見其他登記事項,15,1110810,0,四層;,0,16.24,華欣路99號四樓之5,左營區,新庄段七小段,9890000,2546000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"7,650,000",,,,有,1110924,,左營區,新庄段十二小段,12.5,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,81.2,住家用,見其他登記事項,13,901214,21,四層;,,,至聖路222號四樓之3,左營區,新庄段十二小段,11190000,5166000,0102.傢俱設備費
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"7,630,000",,,"1,500,000",有,1081211,權利人於民國110年12月15日向第三人繼受預售屋買賣契約，轉讓權利之買賣價格為(平轉)新臺幣柒佰陸拾參萬元整,左營區,後段,22.46,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,144.6,見其他登記事項,見其他登記事項,15,1110329,0,二層;,"1,500,000",25.37,海富路61巷11號二樓,左營區,後段,1130004,2310000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物),1,1,,2,2,2,有,透天厝,"7,602,000",,,,無,1111109,,左營區,新庄段一小段,77,其他-第三種住宅區,無使用分區資料,無土地編定使用地類別資料,103.2,無建物主要用途資料,加強磚造,2,670410,45,一層;二層;騎樓;,,,重清路199號,左營區,新庄段一小段,2070000,224000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),1,1,,2,2,1,有,住宅大樓(11層含以上有電梯),"7,600,000",,,,有,1111015,,左營區,新庄段十三小段,3.39,其他-第五種商業區,無使用分區資料,無土地編定使用地類別資料,62.09,見其他登記事項,見其他登記事項,28,1100317,2,二十四層;,,,博愛二路322號二十四樓之11,左營區,新庄段十三小段,15380000,6604000,0102.傢俱設備費
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"7,600,000",,,,有,1110829,,左營區,新光段,20.8,其他-第四種住宅區,無使用分區資料,無土地編定使用地類別資料,126.49,住家用,鋼筋混凝土造,7,840907,27,五層;,0,0,重治路60號五樓,左營區,新光段,1860000,875000,0301.陽台外推0304.其他增建
買賣,房地(土地+建物)+車位,1,1,1,2,2,1,有,住宅大樓(11層含以上有電梯),"7,600,000",,,,有,1110926,,左營區,新民段,6.4,其他-第五種住宅區,無使用分區資料,無土地編定使用地類別資料,84.68,住家用,鋼筋混凝土造,22,860421,25,十一層;,0,5.73,曾子路210巷3號十一樓,左營區,新民段,610000,1883000,0102.傢俱設備費
