申報種類,交易標的種類,土地數量,建物數量,車位數量,幾房,幾廳,幾衛,有無隔間,建物型態,房地總價,土地總價,建物總價,車位總價,有無管理組織,交易日期,備註欄,行政區代碼,代表段號,土地移轉面積,代表地號都市土地使用分區,代表地號非都市土地使用分區,代表地號非都市土地使用地,建物移轉面積,代表建號主要用途,代表建號主要建材,代表建號總層數,代表建號建築完成日期,代表建號屋齡,代表建號層次,車位總價格,車位總持分面積,代表地號或門牌,行政區,地段,代表地號,代表建號,特殊交易態樣說明
買賣,土地,3,0,,,,,有,,"7,500,000",,,,無,1111110,,大寮區,翁公園段二小段,319.17,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,翁公園段二小段 5769-13 地號,大寮區,翁公園段二小段,57690013,,0401.未登記建物
買賣,房地(土地+建物),1,1,,4,2,2,有,透天厝,"7,500,000",,,,無,1111014,,大寮區,山子頂段,95,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,259.61,見使用執照,鋼筋混凝土造,4,811125,30,一層;二層;三層;四層;騎樓;,,,永芳路82之34號,大寮區,山子頂段,39140025,4646000,0304.其他增建
買賣,房地(土地+建物),2,1,,3,2,4,有,透天厝,"7,500,000",,,,無,1091227,,大寮區,義勇段,78.29,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,160.72,住家用,鋼筋混凝土造,4,1110609,0,一層;二層;三層;四層;,,,鳳林一路300巷66之1號,大寮區,義勇段,2500007,466000,
買賣,房地(土地+建物),2,1,,3,2,4,有,透天厝,"7,500,000",,,,無,1100320,,大寮區,義勇段,78.15,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,160.72,住家用,鋼筋混凝土造,4,1110609,0,一層;二層;三層;四層;,,,鳳林一路300巷66之2號,大寮區,義勇段,2500006,467000,
買賣,房地(土地+建物),1,1,,4,1,3,有,透天厝,"7,500,000",,,,無,1111020,,大寮區,赤崁段,76,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,169.4,住家用,鋼筋混凝土造,4,921208,19,一層;二層;三層;四層;,,,鳳林一路34巷10之29號,大寮區,赤崁段,23480009,1658000,
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,華廈(10層含以下有電梯),"7,500,000",,,"1,300,000",有,1090725,,大寮區,翁公園段二小段,33.73,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,135.2,見其他登記事項,鋼筋混凝土造,6,1110614,0,二層;,"1,300,000",21.66,琉球路163號二樓之1,大寮區,翁公園段二小段,53810000,6687000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物),2,1,,4,2,3,有,透天厝,"7,400,000",,,,無,1111011,,大寮區,山子頂段,66.5,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,192.72,住商用,鋼筋混凝土造,4,811125,30,一層;二層;三層;四層;騎樓;,,,永芳路81之2號,大寮區,山子頂段,39140056,4631000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物),2,1,,4,2,3,有,透天厝,"7,380,000",,,,無,1111024,,大寮區,會結南段,157.22,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,192.81,住家用,鋼筋混凝土造,4,940801,17,一層;二層;三層;四層;,,,河堤路三段457巷13號,大寮區,會結南段,990000,16000,
買賣,房地(土地+建物),1,1,,4,2,3,有,透天厝,"7,350,000",,,,無,1110914,增建至三樓、騎樓,大寮區,大寮段,62,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,88.48,住商用,加強磚造,2,631205,48,一層;二層;騎樓;,,,大寮路618巷3號,大寮區,大寮段,25310052,1147000,0304.其他增建
買賣,房地(土地+建物),1,1,,3,2,2,有,透天厝,"7,350,000",,,,無,1111116,,大寮區,翁公園段二小段,65,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,113.22,住家用,鋼筋混凝土造,2,760520,35,一層;二層;屋頂突出物;,,,琉球路101之11號,大寮區,翁公園段二小段,54690004,1921000,0102.傢俱設備費0302.頂樓加蓋
買賣,房地(土地+建物)+車位,1,1,2,4,2,2,有,華廈(10層含以下有電梯),"7,350,000",,,"2,200,000",有,1090802,,大寮區,翁公園段二小段,33.88,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,157.31,見其他登記事項,鋼筋混凝土造,7,1110614,0,六層;,"2,200,000",43.32,琉球路169號六樓之1,大寮區,翁公園段二小段,53810000,6777000,0901.預售屋、或土地及建物分件登記案件
買賣,土地,2,0,,,,,有,,"7,260,000",,,,無,1111101,未保存登記建物，交易價格 1625000 元。大寮區赤崁段潮州寮小段 6371-0005 地號，持分 1/1，交易價格 5135000 元。 大寮區赤崁段潮州寮小段6371地號，持分8875/80000，交易價格500000元。,大寮區,赤崁段潮州寮小段,335.75,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,赤崁段潮州寮小段 6371-5 地號,大寮區,赤崁段潮州寮小段,63710005,,0401.未登記建物1001.交易含多筆土地，有個別交易價格，本申報書申報之地號1001.交易含多筆土地，有個別交易價格，本申報書申報之地號
買賣,土地,2,0,,,,,有,,"7,200,000",,,,無,1111027,,大寮區,磚子段,286.76,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,磚子段 2625-5 地號,大寮區,磚子段,26250005,,
買賣,房地(土地+建物),1,1,,5,2,3,有,透天厝,"7,200,000",,,,無,1111111,1-2樓後面增建,大寮區,過溪段,102.35,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,208.97,住家用,鋼筋混凝土造,4,831129,28,一層;二層;三層;四層;,,,永昌街20號,大寮區,過溪段,2940000,155000,0304.其他增建
買賣,房地(土地+建物),1,1,,6,2,5,有,透天厝,"7,180,000",,,,無,1110824,,大寮區,王厝段,65.63,其他-第二種住宅區,無使用分區資料,無土地編定使用地類別資料,208.62,見使用執照,鋼筋混凝土造,4,850130,27,一層;二層;三層;四層;屋頂突出物;騎樓;,,,拷潭路81之10號,大寮區,王厝段,10730000,68000,0301.陽台外推0304.其他增建
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"7,100,000",,,"1,200,000",有,1100322,,大寮區,翁公園段二小段,37.28,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,129.05,見其他登記事項,鋼筋混凝土造,5,1110905,0,五層;,"1,200,000",21.03,黃厝路85號五樓之1,大寮區,翁公園段二小段,53560000,6901000,0901.預售屋、或土地及建物分件登記案件
買賣,土地,2,0,,,,,有,,"7,100,000",,,,無,1110621,,大寮區,赤崁段潮州寮小段,335.75,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,赤崁段潮州寮小段 6371-3 地號,大寮區,赤崁段潮州寮小段,63710003,,0401.未登記建物
買賣,土地,3,0,,,,,有,,"7,016,900",,,,無,1111018,,大寮區,大寮段,341.14,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,大寮段 2949-13 地號,大寮區,大寮段,29490013,,
買賣,土地,3,0,,,,,有,,"7,016,900",,,,無,1111018,,大寮區,大寮段,341.14,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,大寮段 2949-8 地號,大寮區,大寮段,29490008,,
買賣,房地(土地+建物),1,1,,3,2,2,有,住宅大樓(11層含以上有電梯),"7,000,000",,,,無,1110916,,大寮區,後庄段,22.85,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,113.15,住商用,鋼筋混凝土造,12,850516,26,一層;二層;三層;,,,民泰街93號,大寮區,後庄段,1150000,58000,
買賣,房地(土地+建物),1,1,,4,1,3,有,透天厝,"7,000,000",,,,無,1110628,,大寮區,仁德段,77.89,其他-第二種住宅區,無使用分區資料,無土地編定使用地類別資料,179.02,住家用,鋼筋混凝土造,4,961011,15,一層;二層;三層;四層;,,,仁忠路249號,大寮區,仁德段,1790008,911000,0201.親友、員工、共有人或其他特殊關係間之交易
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"6,900,000",,,,有,1111126,,大寮區,內厝段,21.71,其他-第二種住宅區,無使用分區資料,無土地編定使用地類別資料,126.82,見其他登記事項,鋼筋混凝土造,12,821228,29,一層;,0,0,內厝路185巷2弄3號,大寮區,內厝段,7330000,931000,
買賣,房地(土地+建物),1,1,,5,2,3,有,透天厝,"6,900,000",,,,無,1110919,,大寮區,翁公園段,53,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,99.72,住家用,鋼筋混凝土造,2,740408,37,一層;二層;屋頂突出物;夾層;,,,四維路314巷2號,大寮區,翁公園段,38030005,1537000,0304.其他增建
買賣,土地,1,0,,,,,有,,"6,900,000",,,,無,1111018,,大寮區,山子頂段,159,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,山子頂段 2593-0 地號,大寮區,山子頂段,25930000,,
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,華廈(10層含以下有電梯),"6,850,000",,,"1,300,000",有,1091205,,大寮區,翁公園段二小段,33.88,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,135.66,見其他登記事項,鋼筋混凝土造,7,1110614,0,二層;,"1,300,000",21.66,琉球路167號二樓之1,大寮區,翁公園段二小段,53810000,6690000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,華廈(10層含以下有電梯),"6,800,000",,,"1,300,000",有,1091123,,大寮區,翁公園段二小段,33.88,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,135.65,見其他登記事項,鋼筋混凝土造,7,1110614,0,二層;,"1,300,000",21.66,琉球路169號二樓之1,大寮區,翁公園段二小段,53810000,6697000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,華廈(10層含以下有電梯),"6,800,000",,,"1,300,000",有,1091213,,大寮區,翁公園段二小段,33.88,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,135.65,見其他登記事項,鋼筋混凝土造,7,1110614,0,四層;,"1,300,000",21.66,琉球路169號四樓之1,大寮區,翁公園段二小段,53810000,6737000,0901.預售屋、或土地及建物分件登記案件
買賣,土地,2,0,,,,,有,,"6,800,000",,,,無,1111016,,大寮區,磚子段,286.76,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,磚子段 2625-3 地號,大寮區,磚子段,26250003,,
買賣,房地(土地+建物),1,1,,4,2,4,有,透天厝,"6,800,000",,,,無,1110914,,大寮區,翁公園段,62,其他-乙種工業區,無使用分區資料,無土地編定使用地類別資料,193.95,工業用,鋼筋混凝土造,4,800429,31,一層;二層;三層;四層;屋頂突出物;,,,工商路149號,大寮區,翁公園段,39910020,2888000,
買賣,房地(土地+建物),1,1,,4,2,4,有,透天厝,"6,800,000",,,,無,1110914,,大寮區,翁公園段,61,其他-乙種工業區,無使用分區資料,無土地編定使用地類別資料,193.94,工業用,鋼筋混凝土造,4,800429,31,一層;二層;三層;四層;屋頂突出物;,,,工商路147號,大寮區,翁公園段,39910021,3006000,
買賣,土地,1,0,,,,,有,,"6,800,000",,,,無,1110920,,大寮區,江山段,140.57,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,江山段 253-3 地號,大寮區,江山段,2530003,,
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,住宅大樓(11層含以上有電梯),"6,800,000",,,,有,1111114,,大寮區,後庄段,28.1,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,188.67,住家用,鋼筋混凝土造,12,800426,32,七層;,0,0,民光街5號七樓,大寮區,後庄段,9190000,875000,0102.傢俱設備費
買賣,房地(土地+建物),1,1,,5,3,4,有,透天厝,"6,800,000",,,,無,1110905,,大寮區,後庄段,75.67,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,85.28,住商用,加強磚造,2,641001,47,一層;二層;騎樓;,,,鳳屏一路317巷56號,大寮區,後庄段,9850000,983000,0302.頂樓加蓋0304.其他增建
買賣,土地,4,0,,,,,有,,"6,775,021",,,,無,1110914,,大寮區,會結北段,613.61,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,會結北段 458-4 地號,大寮區,會結北段,4580004,,0604.(包含)公共設施保留地(用地)
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,華廈(10層含以下有電梯),"6,770,000",,,"1,300,000",有,1091010,,大寮區,翁公園段二小段,33.88,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,135.65,見其他登記事項,鋼筋混凝土造,7,1110614,0,三層;,"1,300,000",21.66,琉球路169號三樓之1,大寮區,翁公園段二小段,53810000,6717000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"6,760,000",,,"1,250,000",有,1101003,,大寮區,翁公園段二小段,33.1,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,116.89,見其他登記事項,鋼筋混凝土造,5,1110905,0,五層;,"1,250,000",21.03,黃厝路87號五樓之3,大寮區,翁公園段二小段,53560000,6891000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,華廈(10層含以下有電梯),"6,750,000",,,"1,300,000",有,1090823,,大寮區,翁公園段二小段,33.88,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,135.66,見其他登記事項,鋼筋混凝土造,7,1110614,0,六層;,"1,300,000",21.66,琉球路167號六樓之1,大寮區,翁公園段二小段,53810000,6770000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"6,730,000",,,"1,200,000",有,1090922,,大寮區,翁公園段二小段,37.28,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,129.05,見其他登記事項,鋼筋混凝土造,5,1110905,0,三層;,"1,200,000",21.03,黃厝路85號三樓之1,大寮區,翁公園段二小段,53560000,6859000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,2,3,2,2,有,華廈(10層含以下有電梯),"6,730,000",,,"2,300,000",有,1100226,,大寮區,翁公園段二小段,32.93,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,115.22,見其他登記事項,鋼筋混凝土造,5,1110525,0,五層;,"2,300,000",18.54,光明路三段495號五樓之2,大寮區,翁公園段二小段,52520000,6816000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,華廈(10層含以下有電梯),"6,720,000",,,"1,300,000",有,1090801,,大寮區,翁公園段二小段,33.88,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,135.66,見其他登記事項,鋼筋混凝土造,7,1110614,0,五層;,"1,300,000",21.66,琉球路167號五樓之1,大寮區,翁公園段二小段,53810000,6750000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,華廈(10層含以下有電梯),"6,700,000",,,"1,250,000",有,1090823,,大寮區,翁公園段二小段,33.73,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,135.2,見其他登記事項,鋼筋混凝土造,6,1110614,0,三層;,"1,250,000",21.66,琉球路163號三樓之1,大寮區,翁公園段二小段,53810000,6707000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,華廈(10層含以下有電梯),"6,680,000",,,"1,300,000",有,1090802,,大寮區,翁公園段二小段,33.73,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,135.2,見其他登記事項,鋼筋混凝土造,6,1110614,0,五層;,"1,300,000",21.66,琉球路166號五樓之1,大寮區,翁公園段二小段,53810000,6740000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,華廈(10層含以下有電梯),"6,680,000",,,"1,300,000",有,1100615,,大寮區,翁公園段二小段,33.73,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,135.2,見其他登記事項,鋼筋混凝土造,6,1110614,0,五層;,"1,300,000",21.66,琉球路163號五樓之1,大寮區,翁公園段二小段,53810000,6747000,0901.預售屋、或土地及建物分件登記案件
買賣,土地,1,0,,,,,有,,"6,676,000",,,,無,1110915,,大寮區,翁公園段二小段,281,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,翁公園段二小段 5545-10 地號,大寮區,翁公園段二小段,55450010,,1001.交易含多筆土地，有個別交易價格，本申報書申報之地號
買賣,土地,1,0,,,,,有,,"6,644,700",,,,無,1111025,,大寮區,翁公園段二小段,523,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,翁公園段二小段 4648-0 地號,大寮區,翁公園段二小段,46480000,,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"6,600,000",,,"950,000",有,1100510,111.9.2契約讓與，成交價格新台幣660萬元整,大寮區,翁公園段二小段,35.7,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,110.46,見其他登記事項,鋼筋混凝土造,5,1110905,0,五層;,"950,000",0,黃厝路87號五樓之1,大寮區,翁公園段二小段,53560000,6889000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,華廈(10層含以下有電梯),"6,600,000",,,"1,250,000",有,1090727,,大寮區,翁公園段二小段,33.73,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,135.2,見其他登記事項,鋼筋混凝土造,6,1110614,0,四層;,"1,250,000",21.66,琉球路163號四樓之1,大寮區,翁公園段二小段,53810000,6727000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,住宅大樓(11層含以上有電梯),"6,580,000",,,,有,1111211,,大寮區,後庄段,21.86,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,120.53,住家用,鋼筋混凝土造,12,850516,27,十層;,0,0,後庄街100號十樓,大寮區,後庄段,1150000,177000,
買賣,房地(土地+建物)+車位,1,1,2,3,2,2,有,華廈(10層含以下有電梯),"6,550,000",,,"2,400,000",有,1090726,,大寮區,翁公園段二小段,28.75,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,138.9,見其他登記事項,鋼筋混凝土造,6,1110614,0,六層;,"2,400,000",43.32,琉球路163號六樓之2,大寮區,翁公園段二小段,53810000,6768000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"6,540,000",,,"1,200,000",有,1100112,,大寮區,翁公園段二小段,35.7,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,124.44,見其他登記事項,鋼筋混凝土造,5,1110905,0,二層;,"1,200,000",21.03,黃厝路87號二樓之1,大寮區,翁公園段二小段,53560000,6826000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"6,530,000",,,"1,200,000",有,1100119,,大寮區,翁公園段二小段,35.7,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,124.44,見其他登記事項,鋼筋混凝土造,5,1110905,0,四層;,"1,200,000",21.03,黃厝路86號四樓之1,大寮區,翁公園段二小段,53560000,6874000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"6,520,000",,,"900,000",有,1101114,,大寮區,翁公園段二小段,31.03,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,100.46,見其他登記事項,鋼筋混凝土造,5,1110905,0,一層;,"900,000",10.54,黃厝路87號,大寮區,翁公園段二小段,53560000,6824000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,華廈(10層含以下有電梯),"6,520,000",,,"1,200,000",有,1090922,,大寮區,翁公園段二小段,33.73,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,135.2,見其他登記事項,鋼筋混凝土造,6,1110614,0,四層;,"1,200,000",21.66,琉球路166號四樓之1,大寮區,翁公園段二小段,53810000,6720000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"6,520,000",,,"1,200,000",有,1091226,111.8.14契約讓與，成交價格新台幣720萬元整,大寮區,翁公園段二小段,35.7,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,124.44,見其他登記事項,鋼筋混凝土造,5,1110905,0,四層;,"1,200,000",21.03,黃厝路87號四樓之1,大寮區,翁公園段二小段,53560000,6868000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物),1,1,,5,2,3,有,透天厝,"6,500,000",,,,無,1110906,,大寮區,大寮段,66,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,156.96,住商用,鋼筋混凝土造,4,810329,30,一層;二層;三層;四層;騎樓;,,,大同街793巷6號,大寮區,大寮段,32290021,1981000,
買賣,房地(土地+建物)+車位,1,1,1,4,2,2,有,華廈(10層含以下有電梯),"6,500,000",,,,有,1111130,,大寮區,仁德段,23.24,其他-第二種住宅區,無使用分區資料,無土地編定使用地類別資料,144.27,住家用,鋼筋混凝土造,10,821231,29,九層;,0,0,仁德路16巷31弄10號九樓,大寮區,仁德段,1310000,21000,0301.陽台外推
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"6,490,000",,,"1,200,000",有,1100515,,大寮區,翁公園段二小段,33.56,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,118.17,見其他登記事項,鋼筋混凝土造,5,1110905,0,五層;,"1,200,000",21.03,黃厝路83號五樓之5,大寮區,翁公園段二小段,53560000,6909000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"6,490,000",,,"1,200,000",有,1091019,,大寮區,翁公園段二小段,35.7,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,124.44,見其他登記事項,鋼筋混凝土造,5,1110905,0,三層;,"1,200,000",21.03,黃厝路86號三樓之1,大寮區,翁公園段二小段,53560000,6853000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"6,490,000",,,"1,200,000",有,1100112,,大寮區,翁公園段二小段,35.7,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,124.44,見其他登記事項,鋼筋混凝土造,5,1110905,0,三層;,"1,200,000",21.03,黃厝路87號三樓之1,大寮區,翁公園段二小段,53560000,6847000,0901.預售屋、或土地及建物分件登記案件
買賣,土地,2,0,,,,,有,,"6,460,000",,,,無,1111021,,大寮區,磚子段,342.02,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,磚子段 2625-7 地號,大寮區,磚子段,26250007,,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"6,420,000",,,"900,000",有,1101008,,大寮區,翁公園段二小段,33.56,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,107.68,見其他登記事項,鋼筋混凝土造,5,1110905,0,四層;,"900,000",10.54,黃厝路83號四樓之5,大寮區,翁公園段二小段,53560000,6888000,0901.預售屋、或土地及建物分件登記案件
買賣,土地,3,0,,,,,有,,"6,403,300",,,,無,1111020,,大寮區,翁公園段二小段,336,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,翁公園段二小段 4816-1 地號,大寮區,翁公園段二小段,48160001,,
買賣,土地,3,0,,,,,有,,"6,370,000",,,,無,1111020,,大寮區,翁公園段二小段,351,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,翁公園段二小段 4816-5 地號,大寮區,翁公園段二小段,48160005,,
買賣,土地,3,0,,,,,有,,"6,370,000",,,,無,1111020,,大寮區,翁公園段二小段,351,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,翁公園段二小段 4816-4 地號,大寮區,翁公園段二小段,48160004,,
買賣,土地,3,0,,,,,有,,"6,370,000",,,,無,1111020,,大寮區,翁公園段二小段,351,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,翁公園段二小段 4816-3 地號,大寮區,翁公園段二小段,48160003,,
買賣,土地,3,0,,,,,有,,"6,370,000",,,,無,1111020,,大寮區,翁公園段二小段,351,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,翁公園段二小段 4816-2 地號,大寮區,翁公園段二小段,48160002,,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"6,370,000",,,"1,200,000",有,1100502,,大寮區,翁公園段二小段,33.1,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,116.89,見其他登記事項,鋼筋混凝土造,5,1110905,0,四層;,"1,200,000",21.03,黃厝路86號四樓之3,大寮區,翁公園段二小段,53560000,6876000,0901.預售屋、或土地及建物分件登記案件
買賣,土地,3,0,,,,,有,,"6,360,440",,,,無,1110905,,大寮區,六合段,276.67,其他-農業區,無使用分區資料,無土地編定使用地類別資料,,無建物主要用途資料,無建物主要建材,,,,,,,六合段 283-11 地號,大寮區,六合段,2830011,,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"6,320,000",,,"900,000",有,1101008,,大寮區,翁公園段二小段,33.56,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,107.66,見其他登記事項,鋼筋混凝土造,5,1110905,0,二層;,"900,000",10.54,黃厝路83號二樓之5,大寮區,翁公園段二小段,53560000,6846000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物),3,1,,5,2,3,有,透天厝,"6,320,000",,,,無,1111016,"四樓屋突增建,全棟側面牆壁有滲漏水",大寮區,黃厝段,122.31,其他-第二種住宅區,無使用分區資料,無土地編定使用地類別資料,159.88,住家用,鋼筋混凝土造,3,820128,30,一層;二層;三層;屋頂突出物;,,,內坑路75號,大寮區,黃厝段,7050000,166000,
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"6,300,000",,,"1,300,000",有,1110611,,大寮區,翁公園段二小段,23.6,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,99.98,見其他登記事項,鋼筋混凝土造,7,1110614,0,七層;,"1,300,000",21.66,琉球路168號七樓之2,大寮區,翁公園段二小段,53810000,6784000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"6,290,000",,,"1,100,000",有,1100501,,大寮區,翁公園段二小段,33.56,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,115.47,見其他登記事項,鋼筋混凝土造,5,1110905,0,三層;,"1,100,000",18.33,黃厝路83號三樓之5,大寮區,翁公園段二小段,53560000,6867000,0901.預售屋、或土地及建物分件登記案件
買賣,房地(土地+建物)+車位,1,1,1,3,2,2,有,華廈(10層含以下有電梯),"6,280,000",,,"950,000",有,1100113,,大寮區,翁公園段二小段,35.7,其他-住宅區,無使用分區資料,無土地編定使用地類別資料,110.46,見其他登記事項,鋼筋混凝土造,5,1110905,0,二層;,"950,000",0,黃厝路86號二樓之1,大寮區,翁公園段二小段,53560000,6832000,0901.預售屋、或土地及建物分件登記案件
